"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
236,48,"CHL","Chile",12,"Maule",40,"Talca",236,"Rio Claro","Comuna","Municipality",NA,NA
237,48,"CHL","Chile",12,"Maule",40,"Talca",237,"San Clemente","Comuna","Municipality",NA,NA
238,48,"CHL","Chile",12,"Maule",40,"Talca",238,"Talca","Comuna","Municipality",NA,NA
239,48,"CHL","Chile",13,"Región Metropolitana de Santiago",41,"Chacabuco",239,"Colina","Comuna","Municipality",NA,NA
240,48,"CHL","Chile",13,"Región Metropolitana de Santiago",41,"Chacabuco",240,"n.a. ( 70)","Comuna","Municipality",NA,NA
241,48,"CHL","Chile",13,"Región Metropolitana de Santiago",42,"Cordillera",241,"Pirque","Comuna","Municipality",NA,NA
242,48,"CHL","Chile",13,"Región Metropolitana de Santiago",42,"Cordillera",242,"Puente Alto","Comuna","Municipality",NA,NA
243,48,"CHL","Chile",13,"Región Metropolitana de Santiago",42,"Cordillera",243,"San Jode de Maipo","Comuna","Municipality",NA,NA
244,48,"CHL","Chile",13,"Región Metropolitana de Santiago",43,"Maipo",244,"Buin","Comuna","Municipality",NA,NA
245,48,"CHL","Chile",13,"Región Metropolitana de Santiago",43,"Maipo",245,"Calera de Tango","Comuna","Municipality",NA,NA
246,48,"CHL","Chile",13,"Región Metropolitana de Santiago",43,"Maipo",246,"Paine","Comuna","Municipality",NA,NA
247,48,"CHL","Chile",13,"Región Metropolitana de Santiago",43,"Maipo",247,"San Bernardo","Comuna","Municipality",NA,NA
248,48,"CHL","Chile",13,"Región Metropolitana de Santiago",44,"Melipilla",248,"Alhue","Comuna","Municipality",NA,NA
249,48,"CHL","Chile",13,"Región Metropolitana de Santiago",44,"Melipilla",249,"Curacavi","Comuna","Municipality",NA,NA
250,48,"CHL","Chile",13,"Región Metropolitana de Santiago",44,"Melipilla",250,"Maria Pinto","Comuna","Municipality",NA,NA
251,48,"CHL","Chile",13,"Región Metropolitana de Santiago",44,"Melipilla",251,"Melipilla","Comuna","Municipality",NA,NA
252,48,"CHL","Chile",13,"Región Metropolitana de Santiago",44,"Melipilla",252,"San Pedro","Comuna","Municipality",NA,NA
253,48,"CHL","Chile",13,"Región Metropolitana de Santiago",45,"Santiago",253,"Santiago","Comuna","Municipality",NA,NA
254,48,"CHL","Chile",13,"Región Metropolitana de Santiago",46,"Talagante",254,"El Monte","Comuna","Municipality",NA,NA
255,48,"CHL","Chile",13,"Región Metropolitana de Santiago",46,"Talagante",255,"Isla de Maipo","Comuna","Municipality",NA,NA
256,48,"CHL","Chile",13,"Región Metropolitana de Santiago",46,"Talagante",256,"Penaflor","Comuna","Municipality",NA,NA
257,48,"CHL","Chile",13,"Región Metropolitana de Santiago",46,"Talagante",257,"Talagante","Comuna","Municipality",NA,NA
258,48,"CHL","Chile",14,"Tarapacá",47,"Iquique",258,"Camina","Comuna","Municipality",NA,NA
259,48,"CHL","Chile",14,"Tarapacá",47,"Iquique",259,"Colchane","Comuna","Municipality",NA,NA
260,48,"CHL","Chile",14,"Tarapacá",47,"Iquique",260,"Huara","Comuna","Municipality",NA,NA
261,48,"CHL","Chile",14,"Tarapacá",47,"Iquique",261,"Iquique","Comuna","Municipality",NA,NA
262,48,"CHL","Chile",14,"Tarapacá",47,"Iquique",262,"Pica","Comuna","Municipality",NA,NA
263,48,"CHL","Chile",14,"Tarapacá",47,"Iquique",263,"Pozo Almonte","Comuna","Municipality",NA,NA
264,48,"CHL","Chile",15,"Valparaíso",48,"ísla de Pascua",264,"Ocean Islands","Comuna","Municipality",NA,NA
265,48,"CHL","Chile",15,"Valparaíso",49,"Los Andes",265,"Calle Larga","Comuna","Municipality",NA,NA
266,48,"CHL","Chile",15,"Valparaíso",49,"Los Andes",266,"Los Andes","Comuna","Municipality",NA,NA
267,48,"CHL","Chile",15,"Valparaíso",49,"Los Andes",267,"Rinconada","Comuna","Municipality",NA,NA
268,48,"CHL","Chile",15,"Valparaíso",49,"Los Andes",268,"San Esteban","Comuna","Municipality",NA,NA
269,48,"CHL","Chile",15,"Valparaíso",50,"Petorca",269,"Cabildo","Comuna","Municipality",NA,NA
270,48,"CHL","Chile",15,"Valparaíso",50,"Petorca",270,"La Ligua","Comuna","Municipality",NA,NA
271,48,"CHL","Chile",15,"Valparaíso",50,"Petorca",271,"Papudo","Comuna","Municipality",NA,NA
272,48,"CHL","Chile",15,"Valparaíso",50,"Petorca",272,"Petorca","Comuna","Municipality",NA,NA
273,48,"CHL","Chile",15,"Valparaíso",50,"Petorca",273,"Zapallar","Comuna","Municipality",NA,NA
274,48,"CHL","Chile",15,"Valparaíso",51,"Quillota",274,"Calera","Comuna","Municipality",NA,NA
275,48,"CHL","Chile",15,"Valparaíso",51,"Quillota",275,"Hijuelas","Comuna","Municipality",NA,NA
276,48,"CHL","Chile",15,"Valparaíso",51,"Quillota",276,"La Cruz","Comuna","Municipality",NA,NA
277,48,"CHL","Chile",15,"Valparaíso",51,"Quillota",277,"Limache","Comuna","Municipality",NA,NA
278,48,"CHL","Chile",15,"Valparaíso",51,"Quillota",278,"Nogales","Comuna","Municipality",NA,NA
279,48,"CHL","Chile",15,"Valparaíso",51,"Quillota",279,"Olmue","Comuna","Municipality",NA,NA
280,48,"CHL","Chile",15,"Valparaíso",51,"Quillota",280,"Quillota","Comuna","Municipality",NA,NA
281,48,"CHL","Chile",15,"Valparaíso",52,"San Antonio",281,"Algarrobo","Comuna","Municipality",NA,NA
282,48,"CHL","Chile",15,"Valparaíso",52,"San Antonio",282,"Cartagena","Comuna","Municipality",NA,NA
283,48,"CHL","Chile",15,"Valparaíso",52,"San Antonio",283,"El Quisco","Comuna","Municipality",NA,NA
284,48,"CHL","Chile",15,"Valparaíso",52,"San Antonio",284,"El Tabo","Comuna","Municipality",NA,NA
285,48,"CHL","Chile",15,"Valparaíso",52,"San Antonio",285,"San Antonio","Comuna","Municipality",NA,NA
286,48,"CHL","Chile",15,"Valparaíso",52,"San Antonio",286,"Santo Domingo","Comuna","Municipality",NA,NA
287,48,"CHL","Chile",15,"Valparaíso",53,"San Felipe de Aconcagua",287,"Catemu","Comuna","Municipality",NA,NA
288,48,"CHL","Chile",15,"Valparaíso",53,"San Felipe de Aconcagua",288,"Llaillay","Comuna","Municipality",NA,NA
289,48,"CHL","Chile",15,"Valparaíso",53,"San Felipe de Aconcagua",289,"Panquehue","Comuna","Municipality",NA,NA
290,48,"CHL","Chile",15,"Valparaíso",53,"San Felipe de Aconcagua",290,"Putaendo","Comuna","Municipality",NA,NA
291,48,"CHL","Chile",15,"Valparaíso",53,"San Felipe de Aconcagua",291,"San Felipe","Comuna","Municipality",NA,NA
292,48,"CHL","Chile",15,"Valparaíso",53,"San Felipe de Aconcagua",292,"Santa Maria","Comuna","Municipality",NA,NA
293,48,"CHL","Chile",15,"Valparaíso",54,"Valparaíso",293,"Casa Blanca","Comuna","Municipality",NA,NA
294,48,"CHL","Chile",15,"Valparaíso",54,"Valparaíso",294,"Puchuncavi","Comuna","Municipality",NA,NA
295,48,"CHL","Chile",15,"Valparaíso",54,"Valparaíso",295,"Quilpue","Comuna","Municipality",NA,NA
296,48,"CHL","Chile",15,"Valparaíso",54,"Valparaíso",296,"Quintero","Comuna","Municipality",NA,NA
297,48,"CHL","Chile",15,"Valparaíso",54,"Valparaíso",297,"Valparaiso","Comuna","Municipality",NA,NA
298,48,"CHL","Chile",15,"Valparaíso",54,"Valparaíso",298,"Villa Alemana","Comuna","Municipality",NA,NA
299,48,"CHL","Chile",15,"Valparaíso",54,"Valparaíso",299,"Vina del Mar","Comuna","Municipality",NA,NA
